new_id, ''casrn'', ''iupac name'', ''smiles'', ''inchi'', ''inchi key'', ''mol formula'',mol weight,logP,Net charge,#H-bond donors,#H-bond acceptors,#Rotatable bonds,Rings,TPSA,Hetero atoms,#Heavy atoms,#Aromatic heavy atoms, ''Melting Point'', ''Boiling point @ 760.00 mm Hg'', ''VaporPressuremmHg@25.00'', ''Vapor Density ( Air = 1 )'',Fraction Csp3,MR,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l), ''ESOL Class'',Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l), ''Ali Class'',Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l), ''Silicos-IT class'', ''GI absorption'',BBB permeant,Pgp substrate,log Kp (cm/s),Bioavailability Score,Caco02,Human Intestinal Absorption,Plasma protein binding
808, ''2021-28-5'', ''ethyl 3-phenylpropanoate'', ''CCOC(=O)CCC1=CC=CC=C1''," ''1S/C11H14O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3''", ''JAGZUIGGHGTFHO-UHFFFAOYSA-N'', ''C11H14O2'',178.23,2.182,0,0,2,5,1,26.3,2,13,6, ''null'', ''247.00 to 249.00'',0.028, ''null'',0.36,51.92,2.58,2.73,2.18,2.58,-2.68,0.375,0.002, ''Soluble'',-2.94,0.21,0, ''Soluble'',-3.69,0.04,0, ''Soluble'', ''High'',1,0,-5.45,0.55,1,1,0.88
809, ''2035-99-6'', ''3-methylbutyl octanoate'', ''CCCCCCCC(=O)OCCC(C)C''," ''1S/C13H26O2/c1-4-5-6-7-8-9-13(14)15-11-10-12(2)3/h12H,4-11H2,1-3H3''", ''XKWSWANXMRXDES-UHFFFAOYSA-N'', ''C13H26O2'',214.34,3.936,0,0,2,10,0,26.3,2,15,0, ''null'', ''267.00 to 268.00'',0.024,7.3,0.92,65.89,3.63,4.74,3.94,3.42,-3.5,0.069,0, ''Soluble'',-5.02,0,0, ''Moderately soluble'',-4.03,0.02,0, ''Moderately soluble'', ''High'',1,0,-4.24,0.55,1,1,0.996
810, ''27576-03-0''," ''2-ethenyl-1,3-dimethylbenzene''", ''CC1=C(C(=CC=C1)C)C=C''," ''1S/C10H12/c1-4-10-8(2)6-5-7-9(10)3/h4-7H,1H2,2-3H3''", ''OWRKXOZFTROHSH-UHFFFAOYSA-N'', ''C10H12'',132.2,2.946,0,0,0,1,1,0,0,10,6, ''null'',193.12,0.659, ''null'',0.2,46.46,2.39,3.43,2.84,4.38,-3.2,0.084,0.001, ''Soluble'',-3.11,0.1,0, ''Soluble'',-3.58,0.03,0, ''Soluble'', ''Low'',1,0,-4.67,0.55,1,1,0.802
811, ''2049-96-9'', ''pentyl benzoate'', ''CCCCCOC(=O)C1=CC=CC=C1''," ''1S/C12H16O2/c1-2-3-7-10-14-12(13)11-8-5-4-6-9-11/h4-6,8-9H,2-3,7,10H2,1H3''", ''QKNZNUNCDJZTCH-UHFFFAOYSA-N'', ''C12H16O2'',192.25,3.034,0,0,2,6,1,26.3,2,14,6, ''null'',260,0.0267, ''null'',0.42,56.95,2.94,4.38,3.03,3.13,-3.71,0.037,0, ''Soluble'',-4.65,0,0, ''Moderately soluble'',-4.09,0.02,0, ''Moderately soluble'', ''High'',1,0,-4.36,0.55,1,1,1.029
812, ''2050-08-0'', ''pentyl 2-hydroxybenzoate'', ''CCCCCOC(=O)C1=CC=CC=C1O''," ''1S/C12H16O3/c1-2-3-6-9-15-12(14)10-7-4-5-8-11(10)13/h4-5,7-8,13H,2-3,6,9H2,1H3''", ''RANVDUNFZBMTBK-UHFFFAOYSA-N'', ''C12H16O3'',208.25,2.739,0,1,3,6,1,46.53,3,15,6, ''null'',268,0.001, ''null'',0.42,58.97,2.67,5.17,2.74,2.51,-4.29,0.011,0, ''Moderately soluble'',-5.89,0,0, ''Moderately soluble'',-3.52,0.06,0, ''Soluble'', ''High'',1,0,-3.9,0.55,1,1,1.101
813, ''2050-87-5'', ''3-(prop-2-enyltrisulfanyl)prop-1-ene'', ''C=CCSSSCC=C''," ''1S/C6H10S3/c1-3-5-7-9-8-6-4-2/h3-4H,1-2,5-6H2''", ''UBAXRAHSPKWNCX-UHFFFAOYSA-N'', ''C6H10S3'',178.34,3.388,0,0,0,6,0,75.9,3,9,0, ''null'', ''112.00 to 120.00 @ 16.00 mm Hg'',0.105,6.1,0.33,52.78,2.65,2.64,3.39,2.35,-2.21,1.09,0.006, ''Soluble'',-3.88,0.02,0, ''Soluble'',-1.91,2.18,0.01, ''Soluble'', ''High'',1,0,-5.51,0.55,1,1,0.53
814, ''2051-78-7'', ''prop-2-enyl butanoate'', ''CCCC(=O)OCC=C''," ''1S/C7H12O2/c1-3-5-7(8)9-6-4-2/h4H,2-3,5-6H2,1H3''", ''RMZIOVJHUJAAEY-UHFFFAOYSA-N'', ''C7H12O2'',128.17,1.516,0,0,2,5,0,26.3,2,9,0,-80, ''142.00 to 143.00'',4.443, ''null'',0.57,36.57,2.33,1.59,1.52,1.52,-1.31,6.33,0.049, ''Very soluble'',-1.75,2.26,0.02, ''Very soluble'',-1.58,3.39,0.03, ''Soluble'', ''High'',1,0,-5.95,0.55,1,1,0.477
815, ''2052-14-4'', ''butyl 2-hydroxybenzoate'', ''CCCCOC(=O)C1=CC=CC=C1O''," ''1S/C11H14O3/c1-2-3-8-14-11(13)9-6-4-5-7-10(9)12/h4-7,12H,2-3,8H2,1H3''", ''YFDUWSBGVPBWKF-UHFFFAOYSA-N'', ''C11H14O3'',194.23,2.349,0,1,3,5,1,46.53,3,14,6,-5.9,271,0.004, ''null'',0.36,54.17,2.59,4.63,2.35,2.23,-3.95,0.022,0, ''Soluble'',-5.33,0,0, ''Moderately soluble'',-3.12,0.15,0, ''Soluble'', ''High'',1,0,-4.2,0.55,1,1,1.11
816, ''2052-15-5'', ''butyl 4-oxopentanoate'', ''CCCCOC(=O)CCC(=O)C''," ''1S/C9H16O3/c1-3-4-7-12-9(11)6-5-8(2)10/h3-7H2,1-2H3''", ''ISBWNEKJSSLXOD-UHFFFAOYSA-N'', ''C9H16O3'',172.22,1.699,0,0,3,7,0,43.37,3,12,0, ''null'',237.5,0.038, ''null'',0.78,46.86,2.11,0.96,1.7,1.29,-1.05,15.3,0.089, ''Very soluble'',-1.46,6,0.03, ''Very soluble'',-2.31,0.84,0, ''Soluble'', ''High'',1,0,-6.67,0.55,1,1,0.46
817, ''2100-17-6'', ''pent-4-enal'', ''C=CCCC=O''," ''1S/C5H8O/c1-2-3-4-5-6/h2,5H,1,3-4H2''", ''QUMSUJWRUHPEEJ-UHFFFAOYSA-N'', ''C5H8O'',84.12,1.151,0,0,1,3,0,17.07,1,6,0, ''null'',99,42.851002, ''null'',0.4,25.88,1.38,0.77,1.15,0.9,-0.65,18.9,0.225, ''Very soluble'',-0.71,16.5,0.2, ''Very soluble'',-0.97,8.93,0.11, ''Soluble'', ''High'',1,0,-6.27,0.55,1,1,0.891
818, ''2111-75-3'', ''4-prop-1-en-2-ylcyclohexene-1-carbaldehyde'', ''CC(=C)C1CCC(=CC1)C=O''," ''1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3''", ''RUMOYJJNUMEFDD-UHFFFAOYSA-N'', ''C10H14O'',150.22,2.488,0,0,1,2,1,17.07,1,11,0, ''<25'', ''238.00 to 240.00'',0.043, ''null'',0.5,47.32,2.16,3.13,2.49,2.1,-2.61,0.368,0.002, ''Soluble'',-3.16,0.1,0, ''Soluble'',-1.83,2.22,0.01, ''Soluble'', ''High'',1,0,-4.99,0.55,1,1,0.58
819, ''2153-26-6'', ''2-(4-methylcyclohex-3-en-1-yl)propan-2-yl formate'', ''CC1=CCC(CC1)C(C)(C)OC=O''," ''1S/C11H18O2/c1-9-4-6-10(7-5-9)11(2,3)13-8-12/h4,8,10H,5-7H2,1-3H3''", ''IPYLQIQMGUZFCK-UHFFFAOYSA-N'', ''C11H18O2'',182.26,2.684,0,0,2,3,1,26.3,2,13,0, ''null'', ''213.00 to 225.00'',0.047, ''null'',0.73,54.12,2.57,3.97,2.68,2.37,-3.27,0.097,0.001, ''Soluble'',-4.22,0.01,0, ''Moderately soluble'',-1.97,1.97,0.01, ''Soluble'', ''High'',1,0,-4.59,0.55,1,1,0.649
820, ''2173-57-1'', ''2-(2-methylpropoxy)naphthalene'', ''CC(C)COC1=CC2=CC=CC=C2C=C1''," ''1S/C14H16O/c1-11(2)10-15-14-8-7-12-5-3-4-6-13(12)9-14/h3-9,11H,10H2,1-2H3''", ''XOHIHZHSDMWWMS-UHFFFAOYSA-N'', ''C14H16O'',200.28,3.875,0,0,1,3,2,9.23,1,15,10,31, ''308.00 to 309.00'',0.001, ''null'',0.29,64.86,3.01,4.8,3.87,3.65,-4.4,0.008,0, ''Moderately soluble'',-4.73,0,0, ''Moderately soluble'',-5.05,0,0, ''Moderately soluble'', ''High'',1,0,-4.11,0.55,1,1,1.039
821, ''2179-57-9'', ''3-(prop-2-enyldisulfanyl)prop-1-ene'', ''C=CCSSCC=C''," ''1S/C6H10S2/c1-3-5-7-8-6-4-2/h3-4H,1-2,5-6H2''", ''PFRGXCVKLLPLIP-UHFFFAOYSA-N'', ''C6H10S2'',146.27,2.74,0,0,0,5,0,50.6,2,8,0, ''null'', ''138.00 to 139.00'',0.976,5.2,0.33,45.19,2.49,2.2,2.74,2.35,-1.8,2.3,0.016, ''Very soluble'',-2.9,0.19,0, ''Soluble'',-1.78,2.42,0.02, ''Soluble'', ''High'',1,0,-5.63,0.55,1,1,0.554
822, ''2179-59-1'', ''1-(prop-2-enyldisulfanyl)propane'', ''CCCSSCC=C''," ''1S/C6H12S2/c1-3-5-7-8-6-4-2/h3H,1,4-6H2,2H3''", ''FCSSPCOFDUKHPV-UHFFFAOYSA-N'', ''C6H12S2'',148.29,2.964,null,0,0,5,0,50.6,2,8,0,-15, ''195.00 to 200.00'',1.35,5.1,0.67,45.66,2.54,2.45,2.96,2.46,-1.97,1.58,0.011, ''Very soluble'',-3.16,0.1,0, ''Soluble'',-2.13,1.1,0.01, ''Soluble'', ''High'',1,0,-5.47,0.55,1,1,0.74
823, ''2179-60-4'', ''1-(methyldisulfanyl)propane'', ''CCCSSC''," ''1S/C4H10S2/c1-3-4-6-5-2/h3-4H2,1-2H3''", ''PUCHCUYBORIUSM-UHFFFAOYSA-N'', ''C4H10S2'',122.25,2.408,null,0,0,3,0,50.6,2,6,0, ''null'', ''69.00 to 71.00 @ 43.00 mm Hg'',4.145,4.2,1,36.52,2.19,1.8,2.41,1.82,-1.53,3.58,0.029, ''Very soluble'',-2.48,0.4,0, ''Soluble'',-1.64,2.81,0.02, ''Soluble'', ''High'',1,0,-5.77,0.55,1,1,0.77
824, ''2198-61-0'', ''3-methylbutyl hexanoate'', ''CCCCCC(=O)OCCC(C)C''," ''1S/C11H22O2/c1-4-5-6-7-11(12)13-9-8-10(2)3/h10H,4-9H2,1-3H3''", ''XVSZRAWFCDHCBP-UHFFFAOYSA-N'', ''C11H22O2'',186.29,3.156,0,0,2,8,0,26.3,2,13,0, ''null'', ''225.00 to 226.00'',0.086,6.4,0.91,56.28,2.97,3.65,3.16,2.87,-2.77,0.319,0.002, ''Soluble'',-3.89,0.02,0, ''Soluble'',-3.21,0.12,0, ''Soluble'', ''High'',1,0,-4.84,0.55,1,1,0.95
825, ''89-78-1''," ''(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol''", ''CC1CCC(C(C1)O)C(C)C''," ''1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1''", ''NOOLISFMXDJSKH-KXUCPTDWSA-N'', ''C10H20O'',156.27,2.44,0,1,1,1,1,20.23,1,11,0, ''34.00 to 36.00'', ''212.00 to 216.00'',0.032, ''null'',1,49.23,2.55,3.4,2.44,2.45,-2.88,0.204,0.001, ''Soluble'',-3.5,0.05,0, ''Soluble'',-1.48,5.22,0.03, ''Soluble'', ''High'',1,0,-4.84,0.55,1,1,0.733
826, ''2216-81-1'', ''heptyl propanoate'', ''CCCCCCCOC(=O)CC''," ''1S/C10H20O2/c1-3-5-6-7-8-9-12-10(11)4-2/h3-9H2,1-2H3''", ''BGYICJVBGZQOCY-UHFFFAOYSA-N'', ''C10H20O2'',172.26,2.91,0,0,2,8,0,26.3,2,12,0,-50.9, ''209.00 to 210.00'',0.2, ''null'',0.9,51.47,3.16,3.4,2.91,2.58,-2.52,0.518,0.003, ''Soluble'',-3.63,0.04,0, ''Soluble'',-3.17,0.12,0, ''Soluble'', ''High'',1,0,-4.94,0.55,1,1,0.684
827, ''2219-82-1'', ''2-tert-butyl-6-methylphenol'', ''CC1=C(C(=CC=C1)C(C)(C)C)O''," ''1S/C11H16O/c1-8-6-5-7-9(10(8)12)11(2,3)4/h5-7,12H,1-4H3''", ''BKZXZGWHTRCFPX-UHFFFAOYSA-N'', ''C11H16O'',164.24,2.998,0,1,1,1,1,20.23,1,12,6, ''30.00 to 32.00'', ''230.00 '',0.053, ''null'',0.45,52.7,2.48,3.61,3,3.05,-3.44,0.06,0, ''Soluble'',-3.72,0.03,0, ''Soluble'',-3.41,0.06,0, ''Soluble'', ''High'',1,0,-4.74,0.55,1,1,1.075
828, ''2235-83-8'', ''5-phenylpentan-2-one'', ''CC(=O)CCCC1=CC=CC=C1''," ''1S/C11H14O/c1-10(12)6-5-9-11-7-3-2-4-8-11/h2-4,7-8H,5-6,9H2,1H3''", ''DGMYRPFYNFQCHM-UHFFFAOYSA-N'', ''C11H14O'',162.23,2.598,0,0,1,4,1,17.07,1,12,6, ''null'', ''261.00 to 262.00'',0.012, ''null'',0.36,50.84,2.22,2.42,2.6,2.69,-2.48,0.542,0.003, ''Soluble'',-2.42,0.62,0, ''Soluble'',-3.94,0.02,0, ''Soluble'', ''High'',1,0,-5.57,0.55,1,1,0.663
829, ''2244-16-8'', ''(5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one'', ''CC1=CCC(CC1=O)C(=C)C''," ''1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3/t9-/m0/s1''", ''ULDHMXUKGWMISQ-VIFPVBQESA-N'', ''C10H14O'',150.22,2.488,0,0,1,1,1,17.07,1,11,0, ''<15'',231,0.066, ''null'',0.5,47.32,2.27,2.71,2.49,2.1,-2.41,0.581,0.004, ''Soluble'',-2.72,0.29,0, ''Soluble'',-2.16,1.04,0.01, ''Soluble'', ''High'',1,0,-5.29,0.55,1,1,0.654
830, ''2257-09--2'', ''2-isothiocyanatoethylbenzene'', ''C1=CC=C(C=C1)CCN=C=S''," ''1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2''", ''IZJDOKYDEWTZSO-UHFFFAOYSA-N'', ''C9H9NS'',163.24,2.332,null,0,1,3,1,44.45,2,11,6, ''null'', ''139.00 to 140.00 @ 11.00 mm Hg'',0.007, ''null'',0.22,50.18,2.47,3.47,2.33,3.59,-3.24,0.093,0.001, ''Soluble'',-4.09,0.01,0, ''Moderately soluble'',-3.39,0.07,0, ''Soluble'', ''High'',1,0,-4.83,0.55,1,1,0.739
831, ''2294-76-0'', ''2-pentylpyridine'', ''CCCCCC1=CC=CC=N1''," ''1S/C10H15N/c1-2-3-4-7-10-8-5-6-9-11-10/h5-6,8-9H,2-4,7H2,1H3''", ''HSDXVAOHEOSTFZ-UHFFFAOYSA-N'', ''C10H15N'',149.23,2.814,0,0,1,4,1,12.89,1,11,6, ''null'', ''102.00 to 107.00'',0.279, ''null'',0.5,48.43,2.44,2.88,2.81,2.1,-2.72,0.285,0.002, ''Soluble'',-2.81,0.23,0, ''Soluble'',-4.01,0.01,0, ''Moderately soluble'', ''High'',1,0,-5.17,0.55,1,1,0.519
832, ''2305--05-7'', ''5-octyloxolan-2-one'', ''CCCCCCCCC1CCC(=O)O1''," ''1S/C12H22O2/c1-2-3-4-5-6-7-8-11-9-10-12(13)14-11/h11H,2-10H2,1H3''", ''WGPCZPLRVAWXPW-UHFFFAOYSA-N'', ''C12H22O2'',198.3,3.443,0,0,2,7,1,26.3,2,14,0, ''17.00 to 18.00'', ''140.00 to 145.00 @ 5.00 mm Hg'',0.002, ''null'',0.92,58.97,3.05,3.8,3.44,2.76,-3,0.198,0.001, ''Soluble'',-4.05,0.02,0, ''Moderately soluble'',-3.61,0.05,0, ''Soluble'', ''High'',1,0,-4.81,0.55,1,1,0.614
833, ''2311-46-8'', ''propan-2-yl hexanoate'', ''CCCCCC(=O)OC(C)C''," ''1S/C9H18O2/c1-4-5-6-7-9(10)11-8(2)3/h8H,4-7H2,1-3H3''", ''JSHDAORXSNJOBA-UHFFFAOYSA-N'', ''C9H18O2'',158.24,2.518,0,0,2,6,0,26.3,2,11,0, ''null'', ''172.00 to 173.00'',1.09, ''null'',0.89,46.66,2.85,2.83,2.52,2.28,-2.21,0.98,0.006, ''Soluble'',-3.04,0.14,0, ''Soluble'',-2.39,0.65,0, ''Soluble'', ''High'',1,0,-5.26,0.55,1,1,0.813
834, ''2311-59-3'', ''propan-2-yl decanoate'', ''CCCCCCCCCC(=O)OC(C)C''," ''1S/C13H26O2/c1-4-5-6-7-8-9-10-11-13(14)15-12(2)3/h12H,4-11H2,1-3H3''", ''PKPPDYGHKDIKBH-UHFFFAOYSA-N'', ''C13H26O2'',214.34,2.518,0,0,2,10,0,26.3,2,15,0, ''null'', ''248.00 to 249.00'',0.024, ''null'',0.92,65.89,3.78,5.21,4.08,3.42,-3.79,0.035,0, ''Soluble'',-5.51,0,0, ''Moderately soluble'',-4.03,0.02,0, ''Moderately soluble'', ''High'',1,0,-3.91,0.55,1,1,0.782
835, ''2315-68-6'', ''propyl benzoate'', ''CCCOC(=O)C1=CC=CC=C1''," ''1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3''", ''UDEWPOVQBGFNGE-UHFFFAOYSA-N'', ''C10H12O2'',164.2,2.253,0,0,2,4,1,26.3,2,12,6,-51.6, ''229.00 to 231.00'',0.063, ''null'',0.3,47.34,2.46,3.01,2.25,2.55,-2.86,0.226,0.001, ''Soluble'',-3.23,0.1,0, ''Soluble'',-3.27,0.09,0, ''Soluble'', ''High'',1,0,-5.16,0.55,1,1,0.978
836, ''2346-00-1''," ''2-methyl-4,5-dihydro-1,3-thiazole''", ''CC1=NCCS1''," ''1S/C4H7NS/c1-4-5-2-3-6-4/h2-3H2,1H3''", ''JUIQOABNSLTJSW-UHFFFAOYSA-N'', ''C4H7NS'',101.17,1.152,0,0,1,0,1,37.66,2,6,0,62,144,6.25,3.48,0.75,33.83,1.68,0.34,0.77,0.21,-0.68,21.1,0.208, ''Very soluble'',-0.69,20.4,0.2, ''Very soluble'',-1.16,6.94,0.07, ''Soluble'', ''High'',1,0,-6.68,0.55,1,1,0.556
837, ''2349-07--7'', ''hexyl 2-methylpropanoate'', ''CCCCCCOC(=O)C(C)C''," ''1S/C10H20O2/c1-4-5-6-7-8-12-10(11)9(2)3/h9H,4-8H2,1-3H3''", ''CYHBDKTZDLSRMY-UHFFFAOYSA-N'', ''C10H20O2'',172.26,2.766,0,0,2,7,0,26.3,2,12,0, ''null'', ''198.00 to 199.00'',0.413,5.9,0.9,51.47,3.12,3.46,2.77,2.58,-2.63,0.408,0.002, ''Soluble'',-3.69,0.03,0, ''Soluble'',-2.8,0.27,0, ''Soluble'', ''High'',1,0,-4.89,0.55,1,1,0.913
838, ''65909-91-3''," ''deca-2,4-dienal''", ''CCCCCC=CC=CC=O''," ''1S/C10H16O/c1-2-3-4-5-6-7-8-9-10-11/h6-10H,2-5H2,1H3''", ''JZQKTMZYLHNFPL-UHFFFAOYSA-N'', ''C10H16O'',152.23,2.878,null,0,1,6,0,17.07,1,11,0, ''null'', ''244.00 to 245.00'',0.03, ''null'',0.5,49.44,2.67,3.25,2.88,2.49,-2.44,0.559,0.004, ''Soluble'',-3.28,0.08,0, ''Soluble'',-2,1.53,0.01, ''Soluble'', ''High'',1,0,-4.92,0.55,1,1,0.887
839, ''2370-13-0''," ''2,2-dimethylhexan-1-ol''", ''CCCCC(C)(C)CO''," ''1S/C8H18O/c1-4-5-6-8(2,3)7-9/h9H,4-7H2,1-3H3''", ''GSSDZVRLQDXOPL-UHFFFAOYSA-N'', ''C8H18O'',130.23,2.195,0,1,1,4,0,20.23,1,9,0, ''null'', ''165.00 to 166.00'',0.624, ''null'',1,41.47,2.46,2.71,2.2,2.22,-2.09,1.06,0.008, ''Soluble'',-2.79,0.21,0, ''Soluble'',-2.1,1.04,0.01, ''Soluble'', ''High'',1,0,-5.17,0.55,1,1,0.985
840, ''2371-42-8''," ''1,2,7,7-tetramethylbicyclo[2.2.1]heptan-2-ol''", ''CC1(C2CCC1(C(C2)(C)O)C)C''," ''1S/C11H20O/c1-9(2)8-5-6-10(9,3)11(4,12)7-8/h8,12H,5-7H2,1-4H3''", ''LFYXNXGVLGKVCJ-UHFFFAOYSA-N'', ''C11H20O'',168.28,null,null,1,1,0,null,20.23,null,12,0,170, ''207.00 to 209.00'',0.049, ''null'',1,51.44,2.5,2.69,2.58,2.74,-2.58,0.445,0.003, ''Soluble'',-2.77,0.29,0, ''Soluble'',-2.52,0.51,0, ''Soluble'', ''High'',1,0,-5.42,0.55,1,1,0.603
841, ''2379-55-7''," ''2,3-dimethylquinoxaline''", ''CC1=NC2=CC=CC=C2N=C1C''," ''1S/C10H10N2/c1-7-8(2)12-10-6-4-3-5-9(10)11-7/h3-6H,1-2H3''", ''FKHNZQFCDGOQGV-UHFFFAOYSA-N'', ''C10H10N2'',158.2,2.247,0,0,2,0,2,25.78,2,12,10,105, ''257.00 to 259.00'',0.024, ''null'',0.2,49.47,2.12,1.73,2.25,1.49,-2.53,0.47,0.003, ''Soluble'',-1.89,2.05,0.01, ''Very soluble'',-4.09,0.01,0, ''Moderately soluble'', ''High'',1,0,-6.04,0.55,0,1,0.565
842, ''2407-43-4'', ''2-ethyl-2H-furan-5-one'', ''CCC1C=CC(=O)O1''," ''1S/C6H8O2/c1-2-5-3-4-6(7)8-5/h3-5H,2H2,1H3''", ''GOUILHYTHSOMQJ-UHFFFAOYSA-N'', ''C6H8O2'',112.13,0.878,0,0,2,1,1,26.3,2,8,0, ''null'', ''225.00 to 226.00'',0.087, ''null'',0.5,29.65,1.6,1.15,0.88,0.77,-1.19,7.18,0.064, ''Very soluble'',-1.3,5.66,0.05, ''Very soluble'',-0.65,25,0.22, ''Soluble'', ''High'',1,0,-6.17,0.55,1,1,0.53
843, ''2408-37-9''," ''2,2,6-trimethylcyclohexan-1-one''", ''CC1CCCC(C1=O)(C)C''," ''1S/C9H16O/c1-7-5-4-6-9(2,3)8(7)10/h7H,4-6H2,1-3H3''", ''ZPVOLGVTNLDBFI-UHFFFAOYSA-N'', ''C9H16O'',140.22,2.402,0,0,1,0,1,17.07,1,10,0,-31.8, ''178.00 to 179.00'',0.986, ''null'',0.89,43.2,2.18,2.44,2.4,2,-2.25,0.795,0.006, ''Soluble'',-2.44,0.51,0, ''Soluble'',-2.33,0.66,0, ''Soluble'', ''High'',1,0,-5.42,0.55,1,1,0.842
844, ''2409-55-4'', ''2-tert-butyl-4-methylphenol'', ''CC1=CC(=C(C=C1)O)C(C)(C)C''," ''1S/C11H16O/c1-8-5-6-10(12)9(7-8)11(2,3)4/h5-7,12H,1-4H3''", ''IKEHOXWJQXIQAG-UHFFFAOYSA-N'', ''C11H16O'',164.24,2.998,0,1,1,1,1,20.23,1,12,6,51.5,237,0.03, ''null'',0.45,52.7,2.51,3.88,3,3.05,-3.61,0.041,0, ''Soluble'',-4,0.02,0, ''Moderately soluble'',-3.41,0.06,0, ''Soluble'', ''High'',1,0,-4.55,0.55,1,1,1.017
845, ''2412-80-8'', ''methyl 4-methylpentanoate'', ''CC(C)CCC(=O)OC''," ''1S/C7H14O2/c1-6(2)4-5-7(8)9-3/h6H,4-5H2,1-3H3''", ''KBCOVKHULBZKNY-UHFFFAOYSA-N'', ''C7H14O2'',130.18,1.596,0,0,2,4,0,26.3,2,9,0, ''null'', ''139.00 to 140.00'',7.853, ''null'',0.86,37.05,2.34,2.08,1.6,1.63,-1.69,2.64,0.02, ''Very soluble'',-2.26,0.71,0.01, ''Soluble'',-1.55,3.65,0.03, ''Soluble'', ''High'',1,0,-5.62,0.55,1,1,0.512
846, ''2436-90-0''," ''3,7-dimethylocta-1,6-diene''", ''CC(CCC=C(C)C)C=C''," ''1S/C10H18/c1-5-10(4)8-6-7-9(2)3/h5,7,10H,1,6,8H2,2-4H3''", ''FUDNBFMOXDUIIE-UHFFFAOYSA-N'', ''C10H18'',138.25,3.555,0,0,0,4,0,0,0,10,0, ''null'', ''167.00 to 169.00'',2,4.8,0.6,49.24,3.02,4.16,3.55,3.66,-3.05,0.122,0.001, ''Soluble'',-3.87,0.02,0, ''Soluble'',-2.41,0.54,0, ''Soluble'', ''Low'',1,0,-4.19,0.55,1,1,0.671
847, ''2437-25-4'', ''dodecanenitrile'', ''CCCCCCCCCCCC#N''," ''1S/C12H23N/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-11H2,1H3''", ''VXCUURYYWGCLIH-UHFFFAOYSA-N'', ''C12H23N'',181.32,4.431,0,0,1,9,0,23.79,1,13,0,4, ''277.00 '',0.005, ''null'',0.92,59.55,3.27,4.74,4.43,3.27,-3.36,0.08,0, ''Soluble'',-4.97,0,0, ''Moderately soluble'',-4.4,0.01,0, ''Moderately soluble'', ''High'',1,0,-4.04,0.55,1,1,0.936
848, ''98-55-5'', ''2-(4-methylcyclohex-3-en-1-yl)propan-2-ol'', ''CC1=CCC(CC1)C(C)(C)O''," ''1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3''", ''WUOACPNHFRMFPN-UHFFFAOYSA-N'', ''C10H18O'',154.25,2.504,0,1,1,1,1,20.23,1,11,0,37, ''214.00 to 218.00'',0.028,5.3,0.8,48.8,2.51,3.39,2.5,2.3,-2.87,0.21,0.001, ''Soluble'',-3.49,0.05,0, ''Soluble'',-1.69,3.17,0.02, ''Soluble'', ''High'',1,0,-4.83,0.55,1,1,0.652
849, ''2442-10--6'', ''oct-1-en-3-yl acetate'', ''CCCCCC(C=C)OC(=O)C''," ''1S/C10H18O2/c1-4-6-7-8-10(5-2)12-9(3)11/h5,10H,2,4,6-8H2,1,3H3''", ''DOJDQRFOTHOBEK-UHFFFAOYSA-N'', ''C10H18O2'',170.25,2.684,0,0,2,7,0,26.3,2,12,0, ''null'', ''189.00 to 190.00'',0.213,5.8,0.7,50.99,2.58,3.13,2.68,2.47,-2.41,0.669,0.004, ''Soluble'',-3.35,0.08,0, ''Soluble'',-2.45,0.6,0, ''Soluble'', ''High'',1,0,-5.12,0.55,1,1,0.569
850, ''2445-78-5'', ''2-methylbutyl 2-methylbutanoate'', ''CCC(C)COC(=O)C(C)CC''," ''1S/C10H20O2/c1-5-8(3)7-12-10(11)9(4)6-2/h8-9H,5-7H2,1-4H3''", ''PVYFCGRBIREQLL-UHFFFAOYSA-N'', ''C10H20O2'',172.26,2.622,0,0,2,6,0,26.3,2,12,0, ''null'', ''184.00 to 187.00'',0.713, ''null'',0.9,51.47,2.95,3.2,2.62,2.58,-2.53,0.511,0.003, ''Soluble'',-3.42,0.06,0, ''Soluble'',-2.42,0.65,0, ''Soluble'', ''High'',1,0,-5.08,0.55,1,1,0.677
