new_id, ''casrn'', ''iupac name'', ''smiles'', ''inchi'', ''inchi key'', ''mol formula'',mol weight,logP,Net charge,#H-bond donors,#H-bond acceptors,#Rotatable bonds,Rings,TPSA,Hetero atoms,#Heavy atoms,#Aromatic heavy atoms, ''Melting Point'', ''Boiling point @ 760.00 mm Hg'', ''VaporPressuremmHg@25.00'', ''Vapor Density ( Air = 1 )'',Fraction Csp3,MR,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l), ''ESOL Class'',Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l), ''Ali Class'',Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l), ''Silicos-IT class'', ''GI absorption'',BBB permeant,Pgp substrate,log Kp (cm/s),Bioavailability Score,Caco02,Human Intestinal Absorption,Plasma protein binding
3374, ''1209-71-8''," ''2-[(2R,4aR)-4a,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalen-2-yl]propan-2-ol''", ''CC1=C2CC(CCC2(CCC1)C)C(C)(C)O''," ''1S/C15H26O/c1-11-6-5-8-15(4)9-7-12(10-13(11)15)14(2,3)16/h12,16H,5-10H2,1-4H3/t12-,15-/m1/s1''", ''WMOPMQRJLLIEJV-IUODEOHRSA-N'', ''C15H26O'',222.37,4.064,0,1,1,1,2,20.23,1,16,0, ''null'', ''301.00 to 302.00'',0.0001, ''null'',0.87,70.46,3.12,3.39,4.06,3.67,-3.29,0.114,0.001, ''Soluble'',-3.49,0.07,0, ''Soluble'',-3.41,0.09,0, ''Soluble'', ''High'',1,0,-5.25,0.55,1,1,1.121
3375, ''1211-29-6''," ''methyl 2-[(1R,2R)-3-oxo-2-[(E)-pent-2-enyl]cyclopentyl]acetate''", ''CCC=CCC1C(CCC1=O)CC(=O)OC''," ''1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3/b5-4+/t10-,11-/m1/s1''", ''GEWDNTWNSAZUDX-XKFHPXPTSA-N'', ''C13H20O3'',224.3,2.501,0,0,3,6,1,43.37,3,16,0, ''null'', ''110.00 @ 0.20 mm Hg'',0.001, ''>1'',0.69,63.5,2.84,1.92,2.5,1.95,-2.04,2.03,0.009, ''Soluble'',-2.45,0.79,0, ''Soluble'',-2.47,0.76,0, ''Soluble'', ''High'',1,0,-6.31,0.55,1,1,0.996
3376, ''876-17-5''," ''(2R,4S)-4-methyl-2-(2-methylprop-1-enyl)oxane''", ''CC1CCOC(C1)C=C(C)C''," ''1S/C10H18O/c1-8(2)6-10-7-9(3)4-5-11-10/h6,9-10H,4-5,7H2,1-3H3/t9-,10-/m0/s1''", ''CZCBTSFUTPZVKJ-UWVGGRQHSA-N'', ''C10H18O'',154.25,2.768,0,0,1,1,1,9.23,1,11,0, ''null'', ''195.00 to 197.00'',0.551, ''null'',0.8,48.68,2.79,2.89,2.77,2.3,-2.55,0.434,0.003, ''Soluble'',-2.74,0.28,0, ''Soluble'',-1.78,2.54,0.02, ''Soluble'', ''High'',1,0,-5.19,0.55,1,1,0.635
3377, ''36564-42-8''," ''(1S,4S)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol''", ''CC1=CC2[C@@H](CC[C@](C2CC1)(C)O)C(C)C''," ''1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13?,14?,15-/m0/s1''", ''LHYHMMRYTDARSZ-PPWQZUPISA-N'', ''C15H26O'',222.37,3.776,0,1,1,1,2,20.23,1,16,0, ''null'', ''302.00 to 303.00'', ''null'', ''null'',0.87,70.72,3.21,3.34,3.78,3.67,-3.26,0.123,0.001, ''Soluble'',-3.44,0.08,0, ''Soluble'',-2.73,0.41,0, ''Soluble'', ''High'',1,0,-5.29,0.55,1,1,0.783
3378, ''30021-74-0''," ''(1R,4aR,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene''", ''CC1=C[C@H]2[C@@H](CC1)C(=C)CC[C@@H]2C(C)C''," ''1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3/t13-,14+,15-/m1/s1''", ''WRHGORWNJGOVQY-QLFBSQMISA-N'', ''C15H24'',204.35,4.581,0,0,0,1,2,0,0,15,0, ''null'', ''271.00 to 272.00'',0.01, ''null'',0.73,69.04,3.38,4.31,4.58,4.63,-3.76,0.036,0, ''Soluble'',-4.02,0.02,0, ''Moderately soluble'',-3.32,0.1,0, ''Soluble'', ''Low'',0,0,-4.49,0.55,1,1,0.514
3379, ''29873-99-2''," ''(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane''", ''CC(=C1CCC(C(C1)C(=C)C)(C)C=C)C''," ''1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,14H,1,4,8-10H2,2-3,5-6H3/t14-,15+/m0/s1''", ''BQSLMQNYHVFRDT-LSDHHAIUSA-N'', ''C15H24'',204.35,4.891,0,0,0,2,1,0,0,15,0, ''null'', ''null'', ''null'', ''null'',0.6,70.42,3.4,5.35,4.89,4.53,-4.35,0.009,0, ''Moderately soluble'',-5.1,0,0, ''Moderately soluble'',-3.78,0.03,0, ''Soluble'', ''Low'',0,0,-3.75,0.55,1,1,0.717
3380, ''465-24-7''," ''(8S)-2,6,6,9-tetramethyltricyclo[5.4.0.02,9]undecan-8-ol''", ''CC1(CCCC2(C3C1C(C2(CC3)C)O)C)C''," ''1S/C15H26O/c1-13(2)7-5-8-14(3)10-6-9-15(14,4)12(16)11(10)13/h10-12,16H,5-9H2,1-4H3/t10?,11?,12-,14?,15?/m0/s1''", ''MNNFKQAYXGEKFA-MJBFILCRSA-N'', ''C15H26O'',222.37,3.61,null,1,1,0,3,20.23,1,16,0, ''106.00 to 107.00'', ''130.00 to 150.00'',0.000278, ''null'',1,68.26,2.97,4.46,3.61,3.81,-4.03,0.021,0, ''Moderately soluble'',-4.6,0.01,0, ''Moderately soluble'',-3.18,0.15,0, ''Soluble'', ''High'',1,0,-4.49,0.55,1,1,0.664
3381, ''18309-28-9''," ''(2S,5S)-5-methyl-2-propan-2-ylcyclohexan-1-one''", ''CC1CCC(C(=O)C1)C(C)C''," ''1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3/t8-,9-/m0/s1''", ''NFLGAXVYCFJBMK-IUCAKERBSA-N'', ''C10H18O'',154.25,2.648,0,0,1,1,1,17.07,1,11,0, ''null'', ''205.00 to 208.00'',0.256, ''null'',0.9,48.27,2.4,3.05,2.65,2.3,-2.65,0.344,0.002, ''Soluble'',-3.07,0.13,0, ''Soluble'',-2.17,1.05,0.01, ''Soluble'', ''High'',1,0,-5.08,0.55,1,1,0.751
3382, ''499-71-8'', ''(5S)-2-methyl-5-propan-2-ylcyclohex-2-en-1-one'', ''CC1=CCC(CC1=O)C(C)C''," ''1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,7,9H,5-6H2,1-3H3/t9-/m0/s1''", ''WPGPCDVQHXOMQP-VIFPVBQESA-N'', ''C10H16O'',152.23,2.568,0,0,1,1,1,17.07,1,11,0, ''null'', ''228.00 to 228.50 @ 764.00 mm Hg'',0.071, ''null'',0.7,47.8,2.33,2.5,2.57,2.2,-2.29,0.776,0.005, ''Soluble'',-2.5,0.48,0, ''Soluble'',-2.15,1.08,0.01, ''Soluble'', ''High'',1,0,-5.45,0.55,1,1,0.968
3383, ''6909-30-4''," ''(1R,4R)-1-methyl-4-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane''", ''CC(=C)C1CCC2(C(C1)O2)C''," ''1S/C10H16O/c1-7(2)8-4-5-10(3)9(6-8)11-10/h8-9H,1,4-6H2,2-3H3/t8-,9?,10-/m1/s1''", ''CCEFMUBVSUDRLG-RCAUJQPQSA-N'', ''C10H16O'',152.23,2.52,0,0,1,1,2,12.53,1,11,0, ''null'', ''198.00 to 199.00'',0.515, ''null'',0.8,46.6,2.63,3.2,2.52,2.3,-2.73,0.281,0.002, ''Soluble'',-3.13,0.11,0, ''Soluble'',-2.01,1.48,0.01, ''Soluble'', ''High'',1,0,-4.96,0.55,1,1,0.589
3384, ''105683-99-6'', ''(Z)-dec-6-enal'', ''CCCC=CCCCCC=O''," ''1S/C10H18O/c1-2-3-4-5-6-7-8-9-10-11/h4-5,10H,2-3,6-9H2,1H3/b5-4-''", ''BHAHVSKDYRPNIR-PLNGDYQASA-N'', ''C10H18O'',154.25,3.102,0,0,1,7,0,17.07,1,11,0, ''null'', ''214.00 to 216.00'',0.151, ''null'',0.7,49.91,2.64,2.87,3.1,2.59,-2.14,1.11,0.007, ''Soluble'',-2.89,0.2,0, ''Soluble'',-2.72,0.3,0, ''Soluble'', ''High'',1,0,-5.2,0.55,1,1,0.894
3385, ''61692-79-3'', ''2-phenylethyl (Z)-2-methylbut-2-enoate'', ''CC=C(C)C(=O)OCCC1=CC=CC=C1''," ''1S/C13H16O2/c1-3-11(2)13(14)15-10-9-12-7-5-4-6-8-12/h3-8H,9-10H2,1-2H3/b11-3-''", ''KVMWYGAYARXPOL-JYOAFUTRSA-N'', ''C13H16O2'',204.26,2.739,0,0,2,5,1,26.3,2,15,6, ''null'', ''306.34 '',0.001, ''null'',0.31,61.06,2.84,3.27,2.74,3.04,-3.13,0.151,0.001, ''Soluble'',-3.5,0.07,0, ''Soluble'',-3.77,0.04,0, ''Soluble'', ''High'',1,0,-5.22,0.55,1,1,0.852
3386, ''75587-05-2'', ''ethyl 5-hydroxyoctanoate'', ''CCCC(CCCC(=O)OCC)O''," ''1S/C10H20O3/c1-3-6-9(11)7-5-8-10(12)13-4-2/h9,11H,3-8H2,1-2H3''", ''GIFGDAGRKYHDLN-UHFFFAOYSA-N'', ''C10H20O3'',188.26,1.881,null,1,3,8,0,46.53,3,13,0, ''null'', ''252.00 to 254.00'',0.003, ''null'',0.9,52.63,2.45,1.76,1.88,1.7,-1.59,4.86,0.026, ''Very soluble'',-2.35,0.83,0, ''Soluble'',-2.25,1.06,0.01, ''Soluble'', ''High'',1,0,-6.2,0.55,1,1,0.52
3387, ''61792-12-9'', ''[(E)-3-phenylprop-2-enyl] (Z)-2-methylbut-2-enoate'', ''CC=C(C)C(=O)OCC=CC1=CC=CC=C1''," ''1S/C14H16O2/c1-3-12(2)14(15)16-11-7-10-13-8-5-4-6-9-13/h3-10H,11H2,1-2H3/b10-7+,12-3-''", ''KRNURAJANZKGQN-QVSSJFJDSA-N'', ''C14H16O2'',216.28,3.209,0,0,2,5,1,26.3,2,16,6, ''18.00 '', ''340.00 '',0.00132, ''null'',0.21,66.19,3.14,3.45,3.1,3.22,-3.3,0.108,0, ''Soluble'',-3.68,0.04,0, ''Soluble'',-3.45,0.08,0, ''Soluble'', ''High'',1,0,-5.17,0.55,1,1,0.883
3388, ''166432-52-6''," ''(3E)-undeca-1,3-dien-5-yne''", ''CCCCCC#CC=CC=C''," ''1S/C11H16/c1-3-5-7-9-11-10-8-6-4-2/h3,5,7H,1,4,6,8,10H2,2H3/b7-5+''", ''VJCOQIJZYGQPKM-FNORWQNLSA-N'', ''C11H16'',148.24,3.312,null,0,0,4,0,0,0,11,0, ''null'', ''216.99 '',0.2,5.1,0.45,52.2,3.28,4.53,3.39,3.85,-3.35,0.066,0, ''Soluble'',-4.25,0.01,0, ''Moderately soluble'',-2.48,0.49,0, ''Soluble'', ''Low'',1,0,-3.99,0.55,1,1,0.689
3389, ''109-20-6''," ''[(3E)-3,7-dimethylocta-3,6-dienyl] 3-methylbutanoate''", ''CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C''," ''1S/C15H26O2/c1-12(2)7-6-8-14(5)9-10-17-15(16)11-13(3)4/h7-8,13H,6,9-11H2,1-5H3/b14-8+''", ''BBEADJUJSGDTDD-RIYZIHGNSA-N'', ''C15H26O2'',238.37,4.268,null,0,2,8,0,26.3,2,17,0, ''null'', ''276.00 to 278.00'',0.001,8.1,0.67,74.56,3.75,4.9,4.27,3.74,-3.88,0.032,0, ''Soluble'',-5.19,0,0, ''Moderately soluble'',-3.36,0.1,0, ''Soluble'', ''High'',1,0,-4.28,0.55,1,1,0.828
3390, ''473-03-0''," ''(2R,8aS)-1-[(E)-6-[(1S)-2,2-dimethyl-6-methylidenecyclohexyl]-4-methylhex-3-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol''", ''CC(=CCCC1C2(CCCC(C2CCC1(C)O)(C)C)C)CCC3C(=C)CCCC3(C)C''," ''1S/C30H52O/c1-22(15-16-24-23(2)13-10-18-27(24,3)4)12-9-14-26-29(7)20-11-19-28(5,6)25(29)17-21-30(26,8)31/h12,24-26,31H,2,9-11,13-21H2,1,3-8H3/b22-12+/t24-,25?,26?,29+,30-/m1/s1''", ''BIADSXOKHZFLSN-YEUOVSOVSA-N'', ''C30H52O'',428.73,8.869,null,1,1,6,3,20.23,1,31,0, ''null'', ''495.00 to 496.00'', ''null'', ''null'',0.87,139.45,5.5,9.62,8.87,6.82,-8.16,0,0, ''Poorly soluble'',-9.96,0,0, ''Poorly soluble'',-7.71,0,0, ''Poorly soluble'', ''Low'',0,1,-2.09,0.55,1,1,0.99
3391, ''774-64-1''," ''(5E)-3,4-dimethyl-5-pentylidenefuran-2-one''", ''CCCCC=C1C(=C(C(=O)O1)C)C''," ''1S/C11H16O2/c1-4-5-6-7-10-8(2)9(3)11(12)13-10/h7H,4-6H2,1-3H3/b10-7+''", ''MTQPZHNZYWAXEH-JXMROGBWSA-N'', ''C11H16O2'',180.24,2.606,0,0,2,3,1,26.3,2,13,0, ''null'', ''302.00 to 303.00'',0.002, ''null'',0.55,53.21,2.82,2.89,2.95,2.28,-2.58,0.474,0.003, ''Soluble'',-3.1,0.14,0, ''Soluble'',-2.99,0.18,0, ''Soluble'', ''High'',1,0,-5.35,0.55,1,1,1.076
3392, ''7493-78-9'', ''[(E)-1-phenyloct-1-en-3-yl] acetate'', ''CCCCCC(C=CC1=CC=CC=C1)OC(=O)C''," ''1S/C16H22O2/c1-3-4-6-11-16(18-14(2)17)13-12-15-9-7-5-8-10-15/h5,7-10,12-13,16H,3-4,6,11H2,1-2H3/b13-12+''", ''PHOQNPPEIYLGSI-OUKQBFOZSA-N'', ''C16H22O2'',246.34,4.213,0,0,2,8,1,26.3,2,18,6, ''null'', ''353.00 to 354.00'',0.00064, ''null'',0.44,76.27,3.26,4.62,4.1,3.81,-4,0.025,0, ''Soluble'',-4.9,0,0, ''Moderately soluble'',-4.62,0.01,0, ''Moderately soluble'', ''High'',1,0,-4.52,0.55,1,1,0.956
3393, ''10339-55-6''," ''(6E)-3,7-dimethylnona-1,6-dien-3-ol''", ''CCC(=CCCC(C)(C=C)O)C''," ''1S/C11H20O/c1-5-10(3)8-7-9-11(4,12)6-2/h6,8,12H,2,5,7,9H2,1,3-4H3/b10-8+''", ''KRLBLPBPZSSIGH-CSKARUKUSA-N'', ''C11H20O'',168.28,3.06,0,1,1,5,0,20.23,1,12,0, ''null'', ''215.00 '',0.005, ''null'',0.64,55.24,2.97,3.4,3.06,2.88,-2.7,0.339,0.002, ''Soluble'',-3.5,0.05,0, ''Soluble'',-2.26,0.93,0.01, ''Soluble'', ''High'',1,0,-4.91,0.55,1,1,0.674
3394, ''18776-92-6'', ''(E)-oct-4-enoic acid'', ''CCCC=CCCC(=O)O''," ''1S/C8H14O2/c1-2-3-4-5-6-7-8(9)10/h4-5H,2-3,6-7H2,1H3,(H,9,10)/b5-4+''", ''PFHBCQFBHMBAMC-SNAWJCMRSA-N'', ''C8H14O2'',142.2,2.207,-1,1,2,5,0,37.3,2,10,0, ''4 °'', ''105.00 to 106.00 @ 5.00 mm Hg'',0.013, ''null'',0.62,41.87,1.95,2.04,2.21,1.85,-1.68,2.99,0.021, ''Very soluble'',-2.45,0.5,0, ''Soluble'',-1.32,6.73,0.05, ''Soluble'', ''High'',1,0,-5.72,0.85,1,1,0.69
3395, ''20053-88-7''," ''(5E)-3,5-dimethylocta-1,5,7-trien-3-ol''", ''CC(=CC=C)CC(C)(C=C)O''," ''1S/C10H16O/c1-5-7-9(3)8-10(4,11)6-2/h5-7,11H,1-2,8H2,3-4H3/b9-7+''", ''BXBYGLDDEZXFSZ-VQHVLOKHSA-N'', ''C10H16O'',152.23,2.446,0,1,1,4,0,20.23,1,11,0, ''null'', ''229.00 to 230.00'',0.014, ''null'',0.4,49.96,2.68,2.78,2.45,2.49,-2.27,0.815,0.005, ''Soluble'',-2.86,0.21,0, ''Soluble'',-1.5,4.84,0.03, ''Soluble'', ''High'',1,0,-5.25,0.55,1,1,0.613
3396, ''30086-02-3''," ''(3E,6E)-octa-3,6-dien-2-one''", ''CC=CCC=CC(=O)C''," ''1S/C8H12O/c1-3-4-5-6-7-8(2)9/h3-4,6-7H,5H2,1-2H3/b4-3+,7-6+''", ''GUUFTBQLGJOXEM-FZWLCVONSA-N'', ''C8H12O'',124.18,2.098,0,0,1,3,0,17.07,1,9,0, ''null'', ''185.00 to 186.00'',0.437, ''null'',0.38,39.82,2.2,1.71,2.1,1.87,-1.49,4.03,0.032, ''Very soluble'',-1.68,2.57,0.02, ''Very soluble'',-1.14,8.93,0.07, ''Soluble'', ''High'',1,0,-5.84,0.55,1,1,0.704
3397, ''40853-53-0'', ''(E)-5-methyl-2-propan-2-ylhex-2-en-1-ol'', ''CC(C)CC=C(CO)C(C)C''," ''1S/C10H20O/c1-8(2)5-6-10(7-11)9(3)4/h6,8-9,11H,5,7H2,1-4H3/b10-6-''", ''VUGJPGPMYGKRPW-POHAHGRESA-N'', ''C10H20O'',156.27,2.607,0,1,1,4,0,20.23,1,11,0, ''null'', ''200.00 to 201.00'',0.077, ''null'',0.8,50.87,2.8,3.03,2.61,2.7,-2.45,0.55,0.004, ''Soluble'',-3.12,0.12,0, ''Soluble'',-1.84,2.28,0.01, ''Soluble'', ''High'',1,0,-5.1,0.55,1,1,0.616
3398, ''40853-56-3'', ''[(Z)-5-methyl-2-propan-2-ylhex-2-enyl] acetate'', ''CC(C)CC=C(COC(=O)C)C(C)C''," ''1S/C12H22O2/c1-9(2)6-7-12(10(3)4)8-14-11(5)13/h7,9-10H,6,8H2,1-5H3/b12-7+''", ''AOWLXZIJUIFJPM-KPKJPENVSA-N'', ''C12H22O2'',198.3,3.178,null,0,2,6,0,26.3,2,14,0, ''null'', ''244.00 to 245.00'',0.029, ''null'',0.75,60.61,3.34,3.6,3.18,3.04,-2.94,0.227,0.001, ''Soluble'',-3.84,0.03,0, ''Soluble'',-2.51,0.62,0, ''Soluble'', ''High'',1,0,-4.95,0.55,1,1,0.592
3399, ''53046-97-2''," ''(3Z,6Z)-nona-3,6-dien-1-ol''", ''CCC=CCC=CCCO''," ''1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h3-4,6-7,10H,2,5,8-9H2,1H3/b4-3-,7-6-''", ''PICGPEBVZGCYBV-CWWKMNTPSA-N'', ''C9H16O'',140.22,2.281,0,1,1,5,0,20.23,1,10,0, ''null'', ''214.00 to 215.00'',0.034, ''null'',0.56,45.59,2.61,2.25,2.28,2.28,-1.8,2.24,0.016, ''Very soluble'',-2.31,0.69,0, ''Soluble'',-1.46,4.82,0.03, ''Soluble'', ''High'',1,0,-5.56,0.55,1,1,0.464
3400, ''61931-80-4''," ''[(6E)-3,7-dimethylnona-1,6-dien-3-yl] acetate''", ''CCC(=CCCC(C)(C=C)OC(=O)C)C''," ''1S/C13H22O2/c1-6-11(3)9-8-10-13(5,7-2)15-12(4)14/h7,9H,2,6,8,10H2,1,3-5H3/b11-9+''", ''IVSZEHYDOLAREK-PKNBQFBNSA-N'', ''C13H22O2'',210.31,4.021,0,0,2,7,0,26.3,2,15,0, ''null'', ''246.00 to 247.00'',0.026, ''null'',0.62,64.98,3.41,4.36,3.63,3.22,-3.43,0.078,0, ''Soluble'',-4.63,0,0, ''Moderately soluble'',-2.92,0.25,0, ''Soluble'', ''High'',1,0,-4.49,0.55,1,1,0.607
3401, ''67883-79-8'', ''[(E)-hex-3-enyl] (Z)-2-methylbut-2-enoate'', ''CCC=CCCOC(=O)C(=CC)C''," ''1S/C11H18O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h5-7H,4,8-9H2,1-3H3/b7-6+,10-5-''", ''JNWQKXUWZWKUAY-BAGHCZIJSA-N'', ''C11H18O2'',182.26,2.852,0,0,2,6,0,26.3,2,13,0, ''null'', ''140.00 @ 30.00 mm Hg'',0.0306, ''>1'',0.55,55.33,3.2,3.08,2.85,2.67,-2.51,0.558,0.003, ''Soluble'',-3.3,0.09,0, ''Soluble'',-2.12,1.37,0.01, ''Soluble'', ''High'',1,0,-5.22,0.55,1,1,0.968
3402, ''68133-73-3''," ''3-methylbutyl (2E)-3,7-dimethylocta-2,6-dienoate''", ''CC(C)CCOC(=O)C=C(C)CCC=C(C)C''," ''1S/C15H26O2/c1-12(2)7-6-8-14(5)11-15(16)17-10-9-13(3)4/h7,11,13H,6,8-10H2,1-5H3/b14-11+''", ''UYYJNVGFCCTXSK-SDNWHVSQSA-N'', ''C15H26O2'',238.37,4.268,0,0,2,8,0,26.3,2,17,0, ''null'', ''110.00 @ 1.00 mm Hg'',0.0005, ''null'',0.67,74.56,3.8,5.11,4.27,3.74,-4.01,0.023,0, ''Moderately soluble'',-5.41,0,0, ''Moderately soluble'',-3.36,0.1,0, ''Soluble'', ''High'',1,0,-4.13,0.55,1,1,0.836
3403, ''103-13-9'', ''(Z)-1-(4-methoxyphenyl)-4-methylpent-1-en-3-one'', ''CC(C)C(=O)C=CC1=CC=C(C=C1)OC''," ''1S/C13H16O2/c1-10(2)13(14)9-6-11-4-7-12(15-3)8-5-11/h4-10H,1-3H3/b9-6-''", ''ZIXVMEYRFPMOAV-TWGQIWQCSA-N'', ''C13H16O2'',204.26,2.934,0,0,2,4,1,26.3,2,15,6, ''28.00 '', ''201.00 @ 10.00 mm Hg'',0.00008, ''null'',0.31,62.45,2.75,3.29,2.82,2.5,-3.21,0.126,0.001, ''Soluble'',-3.52,0.06,0, ''Soluble'',-3.39,0.08,0, ''Soluble'', ''High'',1,0,-5.21,0.55,1,1,0.926
3404, ''122-68-9'', ''3-phenylpropyl (Z)-3-phenylprop-2-enoate'', ''C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2''," ''1S/C18H18O2/c19-18(14-13-17-10-5-2-6-11-17)20-15-7-12-16-8-3-1-4-9-16/h1-6,8-11,13-14H,7,12,15H2/b14-13-''", ''LYRAHIUDQRJGGZ-YPKPFQOOSA-N'', ''C18H18O2'',266.33,3.876,0,0,2,7,2,26.3,2,20,12, ''null'', ''190.00 @ 0.20 mm Hg'', ''null'', ''null'',0.17,81.53,3.41,4.94,3.77,4.05,-4.59,0.007,0, ''Moderately soluble'',-5.23,0,0, ''Moderately soluble'',-5.91,0,0, ''Moderately soluble'', ''High'',1,0,-4.42,0.55,1,1,0.852
3405, ''589-66-2'', ''2-methylpropyl (Z)-but-2-enoate'', ''CC=CC(=O)OCC(C)C''," ''1S/C8H14O2/c1-4-5-8(9)10-6-7(2)3/h4-5,7H,6H2,1-3H3/b5-4-''", ''XDOWKOALJBOBBL-PLNGDYQASA-N'', ''C8H14O2'',142.2,1.762,0,0,2,4,0,26.3,2,10,0, ''null'', ''171.00 '',1.788,4.6,0.62,41.38,2.52,2.27,1.76,1.85,-1.89,1.84,0.013, ''Very soluble'',-2.46,0.49,0, ''Soluble'',-1.25,8.01,0.06, ''Soluble'', ''High'',1,0,-5.56,0.55,1,1,0.768
3406, ''623-22-3'', ''propyl (Z)-3-(furan-2-yl)prop-2-enoate'', ''CCCOC(=O)C=CC1=CC=CO1''," ''1S/C10H12O3/c1-2-7-13-10(11)6-5-9-4-3-8-12-9/h3-6,8H,2,7H2,1H3/b6-5-''", ''RRFBKGHLBNBFGL-WAYWQWQTSA-N'', ''C10H12O3'',180.2,2.246,0,0,3,5,1,39.44,3,13,5, ''null'', ''236.00 '',0.018, ''null'',0.3,49.31,2.63,2.19,2.14,0.97,-2.29,0.921,0.005, ''Soluble'',-2.65,0.4,0, ''Soluble'',-2.59,0.47,0, ''Soluble'', ''High'',1,0,-5.84,0.55,1,1,0.731
3407, ''770-27-4'', ''(2E)-2-(furan-2-ylmethylidene)butanal'', ''CCC(=CC1=CC=CO1)C=O''," ''1S/C9H10O2/c1-2-8(7-10)6-9-4-3-5-11-9/h3-7H,2H2,1H3/b8-6+''", ''UCPFCQBLYDXPTR-SOFGYWHQSA-N'', ''C9H10O2'',150.17,2.272,null,0,2,3,1,30.21,2,11,5, ''null'', ''240.00 '',0.044, ''null'',0.22,43.42,2.02,2.02,2.16,0.73,-2.18,0.988,0.007, ''Soluble'',-2.28,0.79,0.01, ''Soluble'',-2.42,0.57,0, ''Soluble'', ''High'',1,0,-5.78,0.55,1,1,0.635
3408, ''874-66-8'', ''(Z)-3-(furan-2-yl)-2-methylprop-2-enal'', ''CC(=CC1=CC=CO1)C=O''," ''1S/C8H8O2/c1-7(6-9)5-8-3-2-4-10-8/h2-6H,1H3/b7-5-''", ''ZNBXZUKDRRRQJK-ALCCZGGFSA-N'', ''C8H8O2'',136.15,1.882,null,0,2,2,1,30.21,2,10,5, ''null'', ''110.00 @ 2.00 mm Hg'',0.113,4.6,0.12,38.61,1.68,1.59,1.77,0.42,-1.92,1.62,0.012, ''Very soluble'',-1.84,1.99,0.01, ''Very soluble'',-2,1.35,0.01, ''Soluble'', ''High'',1,0,-6,0.55,1,1,0.607
3409, ''30895-79-5''," ''prop-2-enyl (2E,4E)-hexa-2,4-dienoate''", ''CC=CC=CC(=O)OCC=C''," ''1S/C9H12O2/c1-3-5-6-7-9(10)11-8-4-2/h3-7H,2,8H2,1H3/b5-3+,7-6+''", ''CVNZYQJBZIJLCL-TWTPFVCWSA-N'', ''C9H12O2'',152.19,1.848,0,0,2,5,0,26.3,2,11,0, ''null'', ''207.00 to 208.00'',0.211, ''null'',0.22,45.24,2.67,2.23,1.85,1.98,-1.86,2.11,0.014, ''Very soluble'',-2.42,0.58,0, ''Soluble'',-0.97,16.3,0.11, ''Soluble'', ''High'',1,0,-5.65,0.55,1,1,0.661
3410, ''7493-79-0'', ''[(2Z)-2-benzylideneheptyl] formate'', ''CCCCCC(=CC1=CC=CC=C1)COC=O''," ''1S/C15H20O2/c1-2-3-5-10-15(12-17-13-16)11-14-8-6-4-7-9-14/h4,6-9,11,13H,2-3,5,10,12H2,1H3/b15-11-''", ''AWNFWGNFOOJDNO-PTNGSMBKSA-N'', ''C15H20O2'',232.32,3.822,0,0,2,8,1,26.3,2,17,6, ''null'', ''328.00 to 329.00'',277, ''null'',0.4,71.86,3.16,4.95,3.71,3.56,-4.13,0.017,0, ''Moderately soluble'',-5.24,0,0, ''Moderately soluble'',-4.59,0.01,0, ''Moderately soluble'', ''High'',1,0,-4.2,0.55,1,1,1.111
